"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 24 17:38:36 GMT 2024","Tue Sep 24 17:38:36 GMT 2024","0","","test_dynamic_buttons_disabled","TestDynamicButtonsSimple","","","test_click_all_buttons",""
